date,expiration,strike,call_put,bid,ask,vol
2026-06-05,2026-06-18,275.00,Call,131.50,134.05,1.0545
2026-06-05,2026-06-18,275.00,Put,0.17,0.21,0.8868
2026-06-05,2026-06-18,295.00,Call,111.70,114.15,0.9168
2026-06-05,2026-06-18,295.00,Put,0.24,0.28,0.7758
2026-06-05,2026-06-18,312.50,Call,94.10,96.70,0.7666
2026-06-05,2026-06-18,312.50,Put,0.35,0.39,0.6877
2026-06-05,2026-06-18,322.50,Call,84.30,86.70,0.7041
2026-06-05,2026-06-18,322.50,Put,0.45,0.50,0.6420
2026-06-05,2026-06-18,332.50,Call,74.40,76.65,0.6285
2026-06-05,2026-06-18,332.50,Put,0.60,0.66,0.5994
2026-06-05,2026-06-18,342.50,Call,64.90,66.55,0.5765
2026-06-05,2026-06-18,342.50,Put,0.84,0.93,0.5623
2026-06-05,2026-06-18,352.50,Call,55.50,56.95,0.5473
2026-06-05,2026-06-18,352.50,Put,1.36,1.39,0.5372
2026-06-05,2026-06-18,360.00,Call,48.80,49.95,0.5348
2026-06-05,2026-06-18,360.00,Put,1.90,1.93,0.5192
2026-06-05,2026-06-18,367.50,Call,42.10,43.10,0.5133
2026-06-05,2026-06-18,367.50,Put,2.62,2.72,0.5024
2026-06-05,2026-06-18,375.00,Call,35.75,36.40,0.4929
2026-06-05,2026-06-18,375.00,Put,3.75,3.85,0.4917
2026-06-05,2026-06-18,380.00,Call,31.75,32.35,0.4865
2026-06-05,2026-06-18,380.00,Put,4.75,4.85,0.4869
2026-06-05,2026-06-18,382.50,Call,29.85,30.70,0.4904
2026-06-05,2026-06-18,382.50,Put,5.10,5.40,0.4788
2026-06-05,2026-06-18,387.50,Call,26.40,26.85,0.4866
2026-06-05,2026-06-18,387.50,Put,6.60,6.70,0.4782
2026-06-05,2026-06-18,390.00,Call,24.60,25.05,0.4825
2026-06-05,2026-06-18,390.00,Put,7.35,7.50,0.4767
2026-06-05,2026-06-18,395.00,Call,21.30,21.55,0.4753
2026-06-05,2026-06-18,395.00,Put,9.10,9.20,0.4745
2026-06-05,2026-06-18,400.00,Call,18.35,18.55,0.4741
2026-06-05,2026-06-18,400.00,Put,11.10,11.25,0.4728
2026-06-05,2026-06-18,402.50,Call,17.05,17.20,0.4756
2026-06-05,2026-06-18,402.50,Put,12.05,12.35,0.4697
2026-06-05,2026-06-18,407.50,Call,14.50,14.65,0.4750
2026-06-05,2026-06-18,407.50,Put,14.70,14.85,0.4724
2026-06-05,2026-06-18,415.00,Call,11.25,11.40,0.4764
2026-06-05,2026-06-18,415.00,Put,18.85,19.20,0.4732
2026-06-05,2026-06-18,422.50,Call,8.69,8.85,0.4823
2026-06-05,2026-06-18,422.50,Put,23.90,24.15,0.4799
2026-06-05,2026-06-18,430.00,Call,6.70,6.85,0.4901
2026-06-05,2026-06-18,430.00,Put,29.25,29.70,0.4846
2026-06-05,2026-06-18,440.00,Call,4.75,4.85,0.5027
2026-06-05,2026-06-18,440.00,Put,37.25,37.79,0.4950
2026-06-05,2026-06-18,450.00,Call,3.35,3.45,0.5161
2026-06-05,2026-06-18,450.00,Put,45.90,46.50,0.5079
2026-06-05,2026-06-18,460.00,Call,2.42,2.47,0.5319
2026-06-05,2026-06-18,460.00,Put,54.95,55.60,0.5193
2026-06-05,2026-06-18,470.00,Call,1.76,1.80,0.5485
2026-06-05,2026-06-18,470.00,Put,64.30,65.00,0.5296
2026-06-05,2026-06-18,487.50,Call,1.05,1.08,0.5798
2026-06-05,2026-06-18,487.50,Put,80.84,82.00,0.5139
2026-06-05,2026-06-18,507.50,Call,0.61,0.66,0.6176
2026-06-05,2026-06-18,507.50,Put,100.50,101.45,0.6176
2026-06-05,2026-07-02,275.00,Call,131.30,134.95,0.6684
2026-06-05,2026-07-02,275.00,Put,0.39,0.45,0.6923
2026-06-05,2026-07-02,295.00,Call,112.15,115.05,0.6409
2026-06-05,2026-07-02,295.00,Put,0.62,0.68,0.6263
2026-06-05,2026-07-02,315.00,Call,92.90,95.00,0.5636
2026-06-05,2026-07-02,315.00,Put,1.02,1.14,0.5672
2026-06-05,2026-07-02,325.00,Call,83.65,84.90,0.5341
2026-06-05,2026-07-02,325.00,Put,1.36,1.48,0.5406
2026-06-05,2026-07-02,330.00,Call,78.84,80.25,0.5256
2026-06-05,2026-07-02,330.00,Put,1.60,1.71,0.5291
2026-06-05,2026-07-02,340.00,Call,69.45,70.95,0.5061
2026-06-05,2026-07-02,340.00,Put,2.17,2.35,0.5077
2026-06-05,2026-07-02,350.00,Call,60.60,61.75,0.4919
2026-06-05,2026-07-02,350.00,Put,3.05,3.30,0.4916
2026-06-05,2026-07-02,360.00,Call,51.60,53.20,0.4746
2026-06-05,2026-07-02,360.00,Put,4.34,4.60,0.4777
2026-06-05,2026-07-02,370.00,Call,43.90,45.15,0.4737
2026-06-05,2026-07-02,370.00,Put,6.15,6.50,0.4679
2026-06-05,2026-07-02,375.00,Call,40.10,41.25,0.4690
2026-06-05,2026-07-02,375.00,Put,7.35,7.65,0.4643
2026-06-05,2026-07-02,380.00,Call,36.70,37.40,0.4663
2026-06-05,2026-07-02,380.00,Put,8.65,9.05,0.4614
2026-06-05,2026-07-02,385.00,Call,33.25,33.95,0.4638
2026-06-05,2026-07-02,385.00,Put,10.19,10.60,0.4591
2026-06-05,2026-07-02,390.00,Call,29.70,30.95,0.4611
2026-06-05,2026-07-02,390.00,Put,11.95,12.35,0.4574
2026-06-05,2026-07-02,395.00,Call,26.40,27.90,0.4565
2026-06-05,2026-07-02,395.00,Put,14.00,14.35,0.4576
2026-06-05,2026-07-02,400.00,Call,24.20,24.80,0.4598
2026-06-05,2026-07-02,400.00,Put,16.25,16.55,0.4578
2026-06-05,2026-07-02,405.00,Call,21.75,22.14,0.4607
2026-06-05,2026-07-02,405.00,Put,18.50,18.95,0.4557
